type,client,tx,amount
withdrawal,44,75288,69
withdrawal,56,75289,0
deposit,85,75290,4
deposit,46,75291,85
deposit,28,75292,47
withdrawal,23,75293,67
withdrawal,93,75294,52
withdrawal,4,75295,99
deposit,90,75296,80
withdrawal,51,75297,34
withdrawal,30,75298,85
withdrawal,83,75299,56
deposit,19,75300,87
withdrawal,31,75301,61
deposit,2,75302,12
deposit,5,75303,76
deposit,26,75304,1
withdrawal,62,75305,12
deposit,68,75306,70
deposit,24,75307,70
withdrawal,54,75308,90
deposit,87,75309,72
deposit,29,75310,59
withdrawal,20,75311,25
deposit,23,75312,40
deposit,49,75313,29
deposit,37,75314,37
withdrawal,72,75315,51
withdrawal,80,75316,78
withdrawal,48,75317,40
deposit,20,75318,32
deposit,12,75319,41
deposit,91,75320,84
deposit,99,75321,36
withdrawal,2,75322,83
deposit,11,75323,25
deposit,70,75324,18
withdrawal,76,75325,93
withdrawal,91,75326,80
deposit,70,75327,70
withdrawal,57,75328,53
deposit,99,75329,98
deposit,74,75330,54
deposit,1,75331,10
withdrawal,89,75332,67
withdrawal,79,75333,14
withdrawal,2,75334,46
withdrawal,15,75335,35
deposit,63,75336,13
withdrawal,15,75337,39
deposit,91,75338,18
withdrawal,71,75339,19
withdrawal,72,75340,33
deposit,63,75341,38
deposit,85,75342,65
withdrawal,32,75343,71
withdrawal,1,75344,70
withdrawal,59,75345,96
deposit,81,75346,93
deposit,48,75347,25
deposit,42,75348,73
deposit,58,75349,63
withdrawal,7,75350,61
deposit,51,75351,80
deposit,56,75352,31
deposit,28,75353,100
withdrawal,100,75354,52
deposit,88,75355,95
deposit,59,75356,18
withdrawal,37,75357,23
deposit,97,75358,35
deposit,77,75359,94
withdrawal,83,75360,98
withdrawal,83,75361,57
deposit,58,75362,62
withdrawal,11,75363,23
deposit,70,75364,28
withdrawal,40,75365,71
withdrawal,92,75366,47
deposit,17,75367,97
deposit,82,75368,56
withdrawal,42,75369,87
withdrawal,0,75370,69
withdrawal,62,75371,42
deposit,34,75372,34
deposit,66,75373,67
deposit,66,75374,86
deposit,52,75375,57
deposit,56,75376,23
deposit,58,75377,2
withdrawal,11,75378,38
withdrawal,24,75379,76
deposit,69,75380,90
withdrawal,40,75381,86
deposit,46,75382,82
withdrawal,36,75383,66
withdrawal,75,75384,75
deposit,51,75385,20
deposit,74,75386,94
withdrawal,87,75387,86
withdrawal,68,75388,35
deposit,4,75389,20
withdrawal,10,75390,78
withdrawal,19,75391,0
deposit,6,75392,43
withdrawal,13,75393,47
withdrawal,86,75394,18
withdrawal,42,75395,63
withdrawal,69,75396,15
withdrawal,31,75397,61
withdrawal,20,75398,18
withdrawal,27,75399,57
deposit,76,75400,83
deposit,94,75401,57
deposit,0,75402,6
deposit,26,75403,32
deposit,87,75404,37
withdrawal,8,75405,24
withdrawal,85,75406,3
withdrawal,42,75407,71
withdrawal,8,75408,97
deposit,58,75409,45
deposit,67,75410,19
withdrawal,86,75411,40
withdrawal,58,75412,13
deposit,55,75413,31
withdrawal,85,75414,54
withdrawal,77,75415,8
deposit,75,75416,59
deposit,29,75417,8
deposit,8,75418,88
deposit,95,75419,94
withdrawal,28,75420,11
deposit,100,75421,53
withdrawal,45,75422,50
deposit,78,75423,6
withdrawal,44,75424,45
deposit,66,75425,68
deposit,86,75426,64
withdrawal,68,75427,95
withdrawal,72,75428,98
deposit,57,75429,53
deposit,25,75430,73
withdrawal,14,75431,80
withdrawal,18,75432,15
deposit,72,75433,12
deposit,87,75434,49
deposit,34,75435,7
deposit,73,75436,81
deposit,20,75437,95
deposit,0,75438,84
deposit,27,75439,68
withdrawal,27,75440,79
deposit,38,75441,58
deposit,86,75442,24
withdrawal,54,75443,39
withdrawal,37,75444,98
deposit,1,75445,25
withdrawal,65,75446,99
withdrawal,9,75447,14
deposit,34,75448,23
withdrawal,100,75449,67
deposit,97,75450,73
withdrawal,12,75451,66
deposit,69,75452,59
withdrawal,30,75453,84
withdrawal,9,75454,94
withdrawal,10,75455,22
withdrawal,96,75456,81
deposit,42,75457,26
deposit,10,75458,32
withdrawal,0,75459,37
withdrawal,5,75460,69
deposit,67,75461,99
deposit,27,75462,13
withdrawal,0,75463,93
deposit,63,75464,11
withdrawal,39,75465,41
withdrawal,47,75466,96
deposit,98,75467,31
withdrawal,52,75468,6
deposit,61,75469,94
deposit,71,75470,25
deposit,2,75471,63
deposit,57,75472,11
withdrawal,98,75473,90
withdrawal,29,75474,6
deposit,89,75475,57
deposit,75,75476,55
deposit,69,75477,48
deposit,6,75478,58
deposit,66,75479,29
deposit,100,75480,21
withdrawal,57,75481,23
withdrawal,3,75482,42
withdrawal,91,75483,17
deposit,15,75484,78
deposit,92,75485,72
withdrawal,52,75486,33
deposit,39,75487,95
withdrawal,53,75488,0
withdrawal,94,75489,29
withdrawal,98,75490,9
deposit,35,75491,10
deposit,46,75492,39
deposit,29,75493,1
deposit,46,75494,94
withdrawal,95,75495,17
withdrawal,63,75496,27
withdrawal,40,75497,60
withdrawal,100,75498,19
withdrawal,32,75499,12
withdrawal,70,75500,8
withdrawal,30,75501,14
deposit,45,75502,67
deposit,54,75503,70
withdrawal,52,75504,2
withdrawal,74,75505,27
deposit,85,75506,21
withdrawal,91,75507,23
deposit,76,75508,26
deposit,57,75509,33
withdrawal,73,75510,1
deposit,26,75511,5
withdrawal,76,75512,43
deposit,76,75513,79
withdrawal,40,75514,0
deposit,73,75515,37
withdrawal,42,75516,17
withdrawal,3,75517,82
deposit,24,75518,75
deposit,4,75519,76
deposit,73,75520,50
deposit,69,75521,13
deposit,76,75522,32
withdrawal,99,75523,75
withdrawal,49,75524,83
withdrawal,65,75525,72
deposit,29,75526,24
withdrawal,73,75527,100
withdrawal,46,75528,29
deposit,9,75529,31
deposit,71,75530,35
withdrawal,83,75531,54
deposit,2,75532,34
deposit,50,75533,95
withdrawal,50,75534,100
withdrawal,52,75535,15
deposit,62,75536,46
deposit,52,75537,29
deposit,4,75538,22
deposit,56,75539,77
withdrawal,16,75540,39
deposit,42,75541,65
deposit,75,75542,4
withdrawal,53,75543,19
withdrawal,47,75544,81
withdrawal,2,75545,40
deposit,72,75546,74
deposit,29,75547,4
deposit,72,75548,40
withdrawal,42,75549,96
deposit,67,75550,49
deposit,25,75551,38
withdrawal,65,75552,39
withdrawal,53,75553,21
withdrawal,61,75554,58
deposit,51,75555,92
withdrawal,66,75556,92
withdrawal,82,75557,28
withdrawal,49,75558,94
deposit,62,75559,18
deposit,25,75560,50
deposit,25,75561,70
deposit,34,75562,65
deposit,74,75563,18
deposit,37,75564,2
deposit,19,75565,5
deposit,66,75566,73
withdrawal,51,75567,98
deposit,77,75568,72
deposit,8,75569,36
withdrawal,45,75570,33
withdrawal,13,75571,44
deposit,5,75572,13
withdrawal,38,75573,93
deposit,12,75574,86
deposit,60,75575,51
deposit,37,75576,79
withdrawal,5,75577,11
deposit,83,75578,97
withdrawal,34,75579,54
withdrawal,89,75580,20
deposit,47,75581,96
deposit,92,75582,60
deposit,65,75583,18
deposit,16,75584,51
withdrawal,51,75585,80
withdrawal,70,75586,35
withdrawal,93,75587,87
deposit,10,75588,4
deposit,34,75589,75
withdrawal,97,75590,56
withdrawal,12,75591,23
withdrawal,40,75592,7
deposit,63,75593,50
deposit,16,75594,49
withdrawal,67,75595,56
deposit,17,75596,32
deposit,64,75597,81
withdrawal,50,75598,87
deposit,71,75599,11
deposit,90,75600,45
deposit,39,75601,3
deposit,34,75602,25
deposit,37,75603,72
deposit,40,75604,76
withdrawal,23,75605,87
deposit,11,75606,62
withdrawal,23,75607,18
deposit,19,75608,57
withdrawal,86,75609,47
deposit,34,75610,48
withdrawal,43,75611,79
withdrawal,10,75612,92
withdrawal,9,75613,62
withdrawal,86,75614,7
deposit,36,75615,93
deposit,10,75616,53
deposit,0,75617,89
deposit,62,75618,11
withdrawal,47,75619,81
withdrawal,59,75620,84
withdrawal,81,75621,100
deposit,68,75622,32
deposit,42,75623,14
deposit,30,75624,57
withdrawal,90,75625,78
deposit,87,75626,17
withdrawal,97,75627,57
withdrawal,73,75628,61
withdrawal,39,75629,64
withdrawal,33,75630,30
deposit,87,75631,59
withdrawal,43,75632,76
withdrawal,77,75633,64
deposit,2,75634,91
deposit,65,75635,32
deposit,90,75636,56
deposit,49,75637,35
withdrawal,90,75638,18
withdrawal,3,75639,56
withdrawal,77,75640,44
withdrawal,88,75641,19
deposit,100,75642,92
withdrawal,90,75643,100
deposit,90,75644,86
deposit,61,75645,21
withdrawal,100,75646,90
withdrawal,17,75647,58
withdrawal,27,75648,89
withdrawal,53,75649,100
deposit,71,75650,95
deposit,60,75651,30
deposit,88,75652,66
withdrawal,84,75653,43
withdrawal,91,75654,80
deposit,75,75655,86
deposit,56,75656,45
withdrawal,88,75657,79
withdrawal,51,75658,52
withdrawal,18,75659,9
withdrawal,46,75660,7
deposit,53,75661,74
deposit,62,75662,92
withdrawal,44,75663,20
deposit,64,75664,93
deposit,97,75665,59
deposit,91,75666,48
withdrawal,38,75667,3
deposit,54,75668,6
deposit,38,75669,80
withdrawal,49,75670,78
deposit,56,75671,92
deposit,60,75672,8
withdrawal,42,75673,63
deposit,51,75674,25
withdrawal,0,75675,57
deposit,83,75676,9
withdrawal,98,75677,11
deposit,26,75678,72
deposit,100,75679,62
deposit,52,75680,77
deposit,3,75681,55
deposit,92,75682,14
withdrawal,93,75683,4
withdrawal,98,75684,89
withdrawal,52,75685,42
deposit,62,75686,9
withdrawal,35,75687,2
withdrawal,37,75688,11
deposit,29,75689,10
deposit,58,75690,32
withdrawal,40,75691,32
deposit,82,75692,95
withdrawal,57,75693,47
withdrawal,19,75694,87
deposit,91,75695,62
withdrawal,66,75696,46
deposit,89,75697,61
withdrawal,74,75698,38
deposit,55,75699,26
withdrawal,2,75700,11
withdrawal,28,75701,91
withdrawal,56,75702,96
withdrawal,42,75703,56
deposit,91,75704,13
deposit,55,75705,41
deposit,55,75706,84
deposit,94,75707,36
withdrawal,39,75708,97
withdrawal,32,75709,61
withdrawal,62,75710,3
deposit,87,75711,16
withdrawal,63,75712,89
deposit,49,75713,95
withdrawal,56,75714,46
deposit,44,75715,0
deposit,46,75716,1
deposit,59,75717,18
withdrawal,55,75718,45
deposit,36,75719,19
deposit,22,75720,30
withdrawal,71,75721,26
deposit,84,75722,5
withdrawal,20,75723,8
withdrawal,62,75724,20
withdrawal,92,75725,58
withdrawal,11,75726,93
deposit,69,75727,9
deposit,93,75728,10
deposit,56,75729,92
withdrawal,1,75730,15
deposit,27,75731,69
withdrawal,74,75732,5
withdrawal,2,75733,57
deposit,30,75734,70
deposit,62,75735,70
deposit,81,75736,10
withdrawal,97,75737,73
withdrawal,1,75738,71
withdrawal,31,75739,34
deposit,1,75740,77
withdrawal,16,75741,54
deposit,30,75742,12
deposit,15,75743,74
deposit,75,75744,58
withdrawal,52,75745,91
deposit,54,75746,100
deposit,5,75747,15
deposit,37,75748,20
withdrawal,7,75749,10
withdrawal,77,75750,6
withdrawal,70,75751,37
withdrawal,11,75752,65
withdrawal,6,75753,44
deposit,80,75754,32
deposit,80,75755,76
deposit,47,75756,29
deposit,21,75757,62
withdrawal,66,75758,44
deposit,71,75759,79
withdrawal,63,75760,96
withdrawal,16,75761,40
withdrawal,50,75762,99
withdrawal,89,75763,44
deposit,65,75764,87
withdrawal,34,75765,7
withdrawal,25,75766,80
deposit,27,75767,89
deposit,5,75768,0
deposit,32,75769,11
withdrawal,20,75770,61
withdrawal,55,75771,21
withdrawal,65,75772,22
deposit,36,75773,36
deposit,38,75774,57
deposit,52,75775,26
deposit,5,75776,58
withdrawal,89,75777,32
withdrawal,41,75778,65
withdrawal,88,75779,68
withdrawal,51,75780,53
deposit,13,75781,9
deposit,81,75782,90
deposit,18,75783,81
withdrawal,31,75784,93
withdrawal,67,75785,82
deposit,57,75786,47
deposit,11,75787,27
withdrawal,7,75788,28
deposit,47,75789,77
deposit,42,75790,27
withdrawal,4,75791,71
deposit,83,75792,65
deposit,63,75793,4
deposit,46,75794,49
withdrawal,91,75795,14
withdrawal,53,75796,88
deposit,95,75797,31
withdrawal,42,75798,66
deposit,32,75799,26
withdrawal,15,75800,59
withdrawal,23,75801,34
withdrawal,45,75802,15
deposit,41,75803,12
deposit,11,75804,13
withdrawal,93,75805,80
withdrawal,75,75806,10
deposit,66,75807,43
withdrawal,9,75808,70
withdrawal,96,75809,87
deposit,24,75810,10
withdrawal,88,75811,37
withdrawal,58,75812,56
withdrawal,59,75813,63
deposit,40,75814,4
withdrawal,78,75815,24
deposit,68,75816,57
withdrawal,1,75817,22
deposit,14,75818,28
deposit,24,75819,66
withdrawal,32,75820,76
deposit,40,75821,21
withdrawal,70,75822,81
withdrawal,87,75823,20
deposit,16,75824,9
withdrawal,39,75825,52
deposit,12,75826,53
withdrawal,53,75827,93
deposit,24,75828,38
withdrawal,95,75829,88
deposit,77,75830,1
withdrawal,87,75831,73
deposit,0,75832,76
deposit,29,75833,66
deposit,69,75834,55
withdrawal,26,75835,89
deposit,78,75836,60
withdrawal,55,75837,71
deposit,96,75838,19
withdrawal,59,75839,57
withdrawal,62,75840,65
withdrawal,30,75841,12
deposit,8,75842,65
withdrawal,80,75843,49
deposit,56,75844,65
withdrawal,61,75845,26
deposit,43,75846,0
withdrawal,23,75847,49
withdrawal,65,75848,79
withdrawal,70,75849,30
deposit,97,75850,95
withdrawal,46,75851,12
deposit,61,75852,71
withdrawal,72,75853,60
withdrawal,59,75854,49
withdrawal,40,75855,18
deposit,40,75856,59
deposit,65,75857,35
deposit,29,75858,81
withdrawal,88,75859,36
withdrawal,11,75860,12
withdrawal,36,75861,94
deposit,73,75862,60
deposit,14,75863,6
withdrawal,74,75864,90
deposit,94,75865,41
deposit,6,75866,84
deposit,56,75867,24
deposit,55,75868,82
withdrawal,23,75869,10
deposit,94,75870,68
withdrawal,69,75871,83
withdrawal,70,75872,10
withdrawal,43,75873,23
deposit,96,75874,100
deposit,52,75875,21
withdrawal,5,75876,78
withdrawal,92,75877,81
deposit,21,75878,36
withdrawal,40,75879,20
withdrawal,51,75880,37
deposit,64,75881,13
withdrawal,86,75882,20
withdrawal,54,75883,16
withdrawal,80,75884,55
withdrawal,74,75885,90
deposit,61,75886,76
withdrawal,84,75887,88
withdrawal,18,75888,2
withdrawal,55,75889,0
withdrawal,60,75890,68
withdrawal,73,75891,75
withdrawal,95,75892,57
deposit,73,75893,20
withdrawal,1,75894,21
withdrawal,25,75895,52
withdrawal,0,75896,14
deposit,16,75897,9
withdrawal,89,75898,64
deposit,90,75899,58
deposit,3,75900,1
deposit,53,75901,61
withdrawal,91,75902,100
withdrawal,95,75903,39
withdrawal,58,75904,18
deposit,39,75905,26
withdrawal,100,75906,9
deposit,89,75907,40
deposit,55,75908,46
withdrawal,47,75909,36
withdrawal,31,75910,85
withdrawal,33,75911,24
deposit,9,75912,28
deposit,1,75913,73
withdrawal,52,75914,37
deposit,5,75915,82
withdrawal,6,75916,70
withdrawal,7,75917,8
withdrawal,14,75918,66
withdrawal,49,75919,69
withdrawal,41,75920,38
withdrawal,85,75921,27
deposit,69,75922,4
deposit,74,75923,17
withdrawal,17,75924,33
withdrawal,81,75925,73
withdrawal,12,75926,96
deposit,88,75927,34
withdrawal,75,75928,54
withdrawal,9,75929,89
withdrawal,43,75930,10
deposit,62,75931,80
deposit,97,75932,56
withdrawal,82,75933,84
deposit,58,75934,65
deposit,74,75935,36
withdrawal,86,75936,45
deposit,54,75937,46
withdrawal,53,75938,26
deposit,34,75939,41
withdrawal,5,75940,67
withdrawal,100,75941,47
withdrawal,79,75942,35
deposit,33,75943,25
deposit,36,75944,68
withdrawal,94,75945,6
withdrawal,67,75946,1
withdrawal,59,75947,12
withdrawal,17,75948,68
withdrawal,45,75949,52
deposit,31,75950,69
withdrawal,92,75951,86
deposit,45,75952,16
deposit,79,75953,6
deposit,6,75954,22
deposit,25,75955,80
withdrawal,68,75956,63
withdrawal,59,75957,79
deposit,33,75958,74
withdrawal,60,75959,90
deposit,34,75960,78
withdrawal,65,75961,63
withdrawal,3,75962,76
withdrawal,14,75963,23
deposit,11,75964,48
withdrawal,51,75965,16
deposit,64,75966,85
withdrawal,48,75967,29
deposit,51,75968,96
deposit,54,75969,6
withdrawal,2,75970,14
withdrawal,23,75971,91
withdrawal,41,75972,81
withdrawal,44,75973,25
deposit,61,75974,25
deposit,77,75975,46
deposit,45,75976,16
withdrawal,2,75977,5
withdrawal,64,75978,16
deposit,9,75979,97
withdrawal,8,75980,29
withdrawal,50,75981,61
deposit,45,75982,66
deposit,71,75983,56
withdrawal,52,75984,75
withdrawal,16,75985,61
withdrawal,78,75986,40
withdrawal,32,75987,38
withdrawal,4,75988,49
deposit,84,75989,5
withdrawal,100,75990,90
deposit,6,75991,79
deposit,8,75992,20
withdrawal,100,75993,62
withdrawal,65,75994,53
deposit,69,75995,61
withdrawal,62,75996,71
deposit,20,75997,100
withdrawal,24,75998,54
withdrawal,62,75999,95
deposit,88,76000,61
withdrawal,17,76001,3
deposit,34,76002,87
withdrawal,76,76003,73
withdrawal,13,76004,5
withdrawal,39,76005,15
deposit,88,76006,73
withdrawal,84,76007,87
deposit,90,76008,31
withdrawal,25,76009,92
withdrawal,16,76010,63
withdrawal,54,76011,88
deposit,60,76012,39
withdrawal,34,76013,41
withdrawal,55,76014,1
withdrawal,100,76015,26
withdrawal,99,76016,56
deposit,28,76017,81
withdrawal,16,76018,35
withdrawal,68,76019,70
deposit,63,76020,37
deposit,99,76021,24
deposit,29,76022,77
withdrawal,86,76023,80
deposit,86,76024,23
withdrawal,81,76025,16
deposit,69,76026,6
withdrawal,26,76027,80
deposit,11,76028,20
withdrawal,56,76029,96
deposit,39,76030,31
withdrawal,73,76031,81
deposit,45,76032,43
withdrawal,74,76033,79
withdrawal,92,76034,4
withdrawal,9,76035,39
withdrawal,67,76036,43
withdrawal,49,76037,88
withdrawal,52,76038,83
deposit,64,76039,41
withdrawal,23,76040,34
deposit,5,76041,1
deposit,10,76042,49
deposit,65,76043,37
withdrawal,54,76044,46
deposit,47,76045,91
withdrawal,6,76046,66
withdrawal,9,76047,68
deposit,43,76048,33
withdrawal,61,76049,93
withdrawal,67,76050,91
deposit,22,76051,78
deposit,53,76052,99
deposit,83,76053,0
withdrawal,95,76054,39
withdrawal,41,76055,100
deposit,19,76056,97
deposit,81,76057,47
deposit,63,76058,50
deposit,37,76059,99
deposit,11,76060,97
deposit,64,76061,71
withdrawal,75,76062,60
deposit,15,76063,98
deposit,82,76064,60
deposit,27,76065,18
withdrawal,44,76066,33
deposit,63,76067,91
withdrawal,32,76068,24
withdrawal,6,76069,62
deposit,75,76070,62
withdrawal,34,76071,40
deposit,57,76072,11
withdrawal,18,76073,91
deposit,91,76074,2
deposit,59,76075,78
withdrawal,25,76076,49
deposit,38,76077,63
withdrawal,87,76078,13
withdrawal,72,76079,44
withdrawal,9,76080,78
deposit,66,76081,99
withdrawal,59,76082,100
withdrawal,88,76083,76
deposit,68,76084,70
withdrawal,17,76085,53
withdrawal,45,76086,86
withdrawal,85,76087,9
deposit,38,76088,45
deposit,99,76089,25
deposit,22,76090,4
withdrawal,55,76091,44
withdrawal,64,76092,69
deposit,88,76093,38
deposit,47,76094,90
deposit,15,76095,41
deposit,83,76096,49
withdrawal,26,76097,53
withdrawal,98,76098,63
withdrawal,46,76099,0
deposit,2,76100,63
withdrawal,89,76101,8
deposit,28,76102,53
deposit,64,76103,78
withdrawal,84,76104,73
withdrawal,31,76105,49
withdrawal,29,76106,84
deposit,15,76107,54
withdrawal,78,76108,29
deposit,0,76109,93
withdrawal,26,76110,71
deposit,20,76111,15
deposit,10,76112,57
deposit,53,76113,87
deposit,86,76114,55
deposit,39,76115,1
deposit,49,76116,75
withdrawal,12,76117,53
withdrawal,3,76118,7
deposit,39,76119,20
deposit,83,76120,28
withdrawal,9,76121,59
withdrawal,46,76122,22
deposit,37,76123,6
withdrawal,91,76124,32
withdrawal,6,76125,83
deposit,39,76126,43
withdrawal,47,76127,31
deposit,8,76128,7
withdrawal,46,76129,43
deposit,80,76130,66
deposit,25,76131,42
deposit,98,76132,28
withdrawal,76,76133,55
withdrawal,33,76134,28
deposit,65,76135,43
withdrawal,71,76136,39
withdrawal,9,76137,50
